"dataset","method","split_id","mcv","alkphos","sgpt","sgot","gammagt"
"liver_disorders","uni_loo",1,0.182900228021974,0.00116714500478341,0.0103611451078572,0.0529930759806339,0.0140425403232971
"liver_disorders","uni_loo",2,0.26807867953551,0.0302438427372387,0.0337425217795221,0.139238739838817,0.0352261748357844
"liver_disorders","uni_loo",3,0.279602218135383,0.0365788863440405,0.0232810823524647,0.107196053221486,0.0257908879262951
"liver_disorders","uni_loo",4,0.254053185773553,0.0159238732711647,0.0206760815408819,0.0670898789107654,0.0332120192602125
"liver_disorders","uni_loo",5,0.147478340582201,0.00458222522329333,-0.000465030645872292,0.0435703992540476,0.0186423269543503
"liver_disorders","uni_loo",6,0.256376544348148,0.0151866116717481,0.0480269396804293,0.102112225777323,0.0282970245083563
"liver_disorders","uni_loo",7,0.160615461640933,0.0107651201950145,0.0155364088438773,0.0762564780589797,0.0245746892823965
"liver_disorders","uni_loo",8,0.210422203504869,0.0161532778824591,0.0429226132671687,0.1050859250299,0.0308964052565577
"liver_disorders","uni_loo",9,0.333577015716506,0.014112112965621,0.0279498179366028,0.0886574307006588,0.0424081770912511
"liver_disorders","uni_loo",10,0.207970459494567,0.0260113966320364,0.0611474917707181,0.118286638930715,0.040113218874322
"liver_disorders","uni_loo",11,0.219862750317982,0.0311326902748787,0.0263399939841819,0.0876076461099462,0.0284370660818999
"liver_disorders","uni_loo",12,0.207820863323995,0.00880260390388433,0.0265591010542614,0.0733667252319151,0.0172368969434683
"liver_disorders","uni_loo",13,0.150526338727162,0.00638163906086559,0.0441441614018872,0.0897198951434529,0.0327017325977825
"liver_disorders","uni_loo",14,0.236482640865111,0.03182316783581,0.0316668644661661,0.0836386897948341,0.0260765192004203
"liver_disorders","uni_loo",15,0.323942053574343,0.000697618087382677,0.0471769936987659,0.120592382805867,0.034797531196155
"liver_disorders","uni_loo",16,0.281757676220927,0.0239972893171863,0.0164307775207298,0.0770741951669553,0.0296377804299306
"liver_disorders","uni_loo",17,0.19352305711113,0.0189465778377827,0.0291287170623611,0.0925600951419957,0.0254776354876241
"liver_disorders","uni_loo",18,0.26439315059191,0.0220551571018668,0.0377902759041246,0.0948078278601872,0.0230598205184516
"liver_disorders","uni_loo",19,0.228093314648421,0.0279016636475827,0.0407220726242567,0.124869726816577,0.0257722583022965
"liver_disorders","uni_loo",20,0.198593229402329,0.0255510439664672,0.0276703020705558,0.0930380379853449,0.028900220670216
"liver_disorders","uni_loo",21,0.239501424635379,0.0117525476847299,0.0345437715982139,0.0856629810997453,0.0402955199265295
"liver_disorders","uni_loo",22,0.245251330970894,0.0156400946238869,0.0440277165444817,0.086242384217444,0.0258588961715349
"liver_disorders","uni_loo",23,0.266321192809215,0.0457952970585399,0.04382072859303,0.113910897622929,0.0347297558277323
"liver_disorders","uni_loo",24,0.152091943496079,0.00871970350255943,0.0187539406728863,0.0867269467945685,0.0311152016047703
"liver_disorders","uni_loo",25,0.355422830834923,0.0271034262570477,0.032529084023101,0.100920710324267,0.041466524657029
"liver_disorders","uni_loo",26,0.242147253934092,0.0291107052502506,0.0388739680405028,0.108418884462282,0.0462217410046713
"liver_disorders","uni_loo",27,0.261034072806329,0.0175576455681405,0.0375769669511254,0.113744901682999,0.0275906592626203
"liver_disorders","uni_loo",28,0.23709031278202,0.0313438930733095,0.0508243412338155,0.109133383618462,0.0354482895139031
"liver_disorders","uni_loo",29,0.251299354762329,0.0242204859563061,0.0344884490538749,0.0761649105311431,0.0374693302069418
"liver_disorders","uni_loo",30,0.292134152150494,0.0315202708747277,0.0423877596670611,0.130664221146189,0.033259810114717
"liver_disorders","uni_loo",31,0.181613525829068,0.000656605586130588,0.0314886459309292,0.0897280129234075,0.0296429127089885
"liver_disorders","uni_loo",32,0.274019537537251,0.0206799024013861,0.0352701934126975,0.0850724789696842,0.0202152029528481
"liver_disorders","uni_loo",33,0.248313465676912,0.0197446115980672,0.026595169733308,0.102191486011233,0.0279760352786277
"liver_disorders","uni_loo",34,0.225051175197494,0.0218659453576452,0.0421941038182987,0.130944129703647,0.0284588279282546
"liver_disorders","uni_loo",35,0.222007503224041,0.00302419494534607,0.0385434189926075,0.084506281599988,0.0262849795518342
"liver_disorders","uni_loo",36,0.18475177373351,0.00918380616351526,0.0411664668031799,0.0954940879160472,0.042515072376618
"liver_disorders","uni_loo",37,0.267377226119807,0.0249938682324103,0.0263716456594121,0.111189531889897,0.0379558624482585
"liver_disorders","uni_loo",38,0.20768641738594,0.0166885253147532,0.0428170214730645,0.123672325085378,0.0318347813175254
"liver_disorders","uni_loo",39,0.221436196055146,0.0276510694460803,0.046489486274513,0.105484649012613,0.0282685679779165
"liver_disorders","uni_loo",40,0.268822576838884,0.0247385398880749,0.0336391360876409,0.114839398054486,0.0341346866898818
"liver_disorders","uni_loo",41,0.189414649991375,0.016077628949484,0.0224432157421848,0.0835345839088655,0.0207314404724587
"liver_disorders","uni_loo",42,0.296052685622846,0.0230287424839921,0.0758180881216181,0.140434497985543,0.0565489498865069
"liver_disorders","uni_loo",43,0.233523210276605,0.0163109384371025,0.0374319076161955,0.0998440760247013,0.0299197185963656
"liver_disorders","uni_loo",44,0.22286699869063,0.00563468566677937,0.0222493043309856,0.0829113841526753,0.0294830797780674
"liver_disorders","uni_loo",45,0.202265597319269,0.0287803847088491,0.0279756073346243,0.0841770447324977,0.0363826884023498
"liver_disorders","uni_loo",46,0.247624305785978,0.0165889021821279,0.0278485370643394,0.0783860338747904,0.0271466682621538
"liver_disorders","uni_loo",47,0.199423237952242,0.0148049896131002,0.0366801774951984,0.102911219855875,0.0151059514692235
"liver_disorders","uni_loo",48,0.287656768288733,0.0204120845106164,0.0311956788639719,0.0900329811543663,0.0246539941143615
"liver_disorders","uni_loo",49,0.244519405764592,0.0126786936773632,0.0664368518464978,0.147516188119642,0.0315635622656699
"liver_disorders","uni_loo",50,0.266399696138205,0.0217708396354061,0.0545352603443976,0.128076115185494,0.0405687073899275
"liver_disorders","uni_loo",51,0.224939759036145,0.0440701798788372,0.0574558234505983,0.128376408049322,0.028479948361016
"liver_disorders","uni_loo",52,0.229739078783009,0.0184748895899274,0.0449024260682235,0.0853545654682019,0.0361720200465773
"liver_disorders","uni_loo",53,0.222500256225309,0.0206010307420492,0.0250815156687342,0.0808364197949776,0.0277501240722551
"liver_disorders","uni_loo",54,0.1875017440595,0.00317573689855389,0.0161808864980838,0.0535555335772921,0.0253224385582549
"liver_disorders","uni_loo",55,0.286755216391051,0.00399887526199303,0.0402535998549999,0.100409500697753,0.0342336390881988
"liver_disorders","uni_loo",56,0.197640720426343,0.00710503312057405,0.021308016235259,0.0995487098318903,0.0150386546298045
"liver_disorders","uni_loo",57,0.184403346529207,0.0114966768982546,0.0421060369103956,0.112332005005074,0.0265862585718122
"liver_disorders","uni_loo",58,0.232437435779855,0.0108653030699257,0.0325046582055716,0.100763126385844,0.0202291654603421
"liver_disorders","uni_loo",59,0.255799028232961,0.0152591895256977,0.0402347208392745,0.113436411601294,0.0264200747889529
"liver_disorders","uni_loo",60,0.250705263675234,0.0195020567630708,0.0497639989444149,0.104601982064618,0.0298070187086158
"liver_disorders","uni_loo",61,0.247424968588002,-0.00201651933989982,0.0520379197073357,0.106627886453168,0.0300087738680396
"liver_disorders","uni_loo",62,0.243369804232287,0.0148366924010955,0.0511440907034816,0.110286793083085,0.041723559614056
"liver_disorders","uni_loo",63,0.206299501215757,0.0172186917077723,0.0238934417575161,0.077613924143619,0.0224630722193983
"liver_disorders","uni_loo",64,0.224036097882902,0.00601534697395482,0.0270041576716047,0.0747257464370606,0.0286932968743516
"liver_disorders","uni_loo",65,0.282339931590588,0.030049036488774,0.0412404262260661,0.103753460364728,0.0279578076704202
"liver_disorders","uni_loo",66,0.257202991114922,0.0346221410678586,0.0184934097165649,0.0850939062486011,0.0274047672743871
"liver_disorders","uni_loo",67,0.201404289268714,0.00782750267799326,0.0394045081626655,0.101794408914877,0.0412588574243768
"liver_disorders","uni_loo",68,0.271030591554264,0.0173839660510378,0.0314583606819362,0.0838667048856499,0.0220453737609751
"liver_disorders","uni_loo",69,0.236661975182945,0.026546733500764,0.0294607468096443,0.0943723491802241,0.0362454638311935
"liver_disorders","uni_loo",70,0.272696239875966,0.0138049867497428,0.0501110046989987,0.115465912635403,0.0338814337348376
"liver_disorders","uni_loo",71,0.197865960940707,0.0162658226803572,0.0667781255514766,0.120063039580968,0.028991904496381
"liver_disorders","uni_loo",72,0.269724032382979,0.0231225860140859,0.0474421653687344,0.110823631257861,0.036195305749051
"liver_disorders","uni_loo",73,0.258047316989542,0.0147053210920559,0.0238135422002453,0.0824144712663737,0.024218096404085
"liver_disorders","uni_loo",74,0.239844174987277,0.00882920933916217,0.0355985706142313,0.118886852588392,0.0282345492841564
"liver_disorders","uni_loo",75,0.274960242422325,0.0145942392877594,0.059134507560778,0.120274690790051,0.0271023507717726
"liver_disorders","uni_loo",76,0.193475663528006,0.0236423497601713,0.0240024233605877,0.0608109840317544,0.0261459332681274
"liver_disorders","uni_loo",77,0.153202306622152,0.0238956372402166,0.0284551981639189,0.0684865727112763,0.0259067126201237
"liver_disorders","uni_loo",78,0.269913688769985,0.0153864848253588,0.0409512336608408,0.0776798287761403,0.0178616803892004
"liver_disorders","uni_loo",79,0.229632400003086,0.0239416574090181,0.019500512064388,0.0599149413469178,0.0310282387824096
"liver_disorders","uni_loo",80,0.257832634714622,0.00937505129866735,0.019178764429449,0.0458595569357918,0.0128690707673009
"liver_disorders","uni_loo",81,0.239512250951725,0.000942247668961465,0.020722237302137,0.069916769373564,0.035357861661802
"liver_disorders","uni_loo",82,0.224611428608439,0.0129296787889937,0.0459560916881344,0.106891649519518,0.0221760018748535
"liver_disorders","uni_loo",83,0.309606010853499,0.0179789982132191,0.0411016265509657,0.104438529034802,0.0254951947629157
"liver_disorders","uni_loo",84,0.267693290395708,0.0121862289548896,0.0329256121279273,0.0812593653853957,0.0373260982002189
"liver_disorders","uni_loo",85,0.263074760438241,0.0204252560930448,0.0358470777901028,0.0848073445893942,0.0321438130191332
"liver_disorders","uni_loo",86,0.167304410064417,0.0114095853345108,0.0216448383415734,0.0610853037293821,0.0138635680787971
"liver_disorders","uni_loo",87,0.220271815545818,0.018735410066814,0.0590831331927365,0.15726127826441,0.0438388806453238
"liver_disorders","uni_loo",88,0.217174861696848,0.00982431219371205,0.0329580474520813,0.0887598476909708,0.0219827751783378
"liver_disorders","uni_loo",89,0.235541413966223,0.0324524931689197,0.030669755344225,0.100183191497567,0.0255170154880891
"liver_disorders","uni_loo",90,0.237324262743946,0.017629803555353,0.0427124749532837,0.0949679788093476,0.0278115255589017
"liver_disorders","uni_loo",91,0.301806021524118,0.025242373690953,0.0418072235747943,0.139346385329048,0.0388509795472494
"liver_disorders","uni_loo",92,0.318685328293696,0.0160044635297051,0.024295644032954,0.0746131969553777,0.0233484179626294
"liver_disorders","uni_loo",93,0.207302518394372,0.0150330002129046,0.0329073278892393,0.0903184558139846,0.0290112185972688
"liver_disorders","uni_loo",94,0.193244553258642,0.00891015734255029,0.0307887642266482,0.0743654712336036,0.0365464956781218
"liver_disorders","uni_loo",95,0.220593291017553,0.0433430228475938,0.0473911784621458,0.109126311935145,0.0241425339148445
"liver_disorders","uni_loo",96,0.192085438909981,0.0209062640564802,0.0465155381272077,0.116762018757926,0.0392212234989475
"liver_disorders","uni_loo",97,0.241013949534372,0.0371937790468435,0.0585125566792986,0.138604686732207,0.0349684708953755
"liver_disorders","uni_loo",98,0.300444171202786,0.0224704865985382,0.0619593759143223,0.146943243014241,0.0480090785317283
"liver_disorders","uni_loo",99,0.202600099484641,0.025000294984111,0.0379856803852251,0.0977139247022486,0.0369371816603759
"liver_disorders","uni_loo",100,0.205035604305931,0.0142682849502201,0.0228949582016158,0.0762715959266151,0.023304048290463
"liver_disorders","unilasso_loo_true",1,0.0905992529592831,0,0,0,0
"liver_disorders","unilasso_loo_true",2,0.178401910884907,0,0,0.0652579166520753,0.0155115307659908
"liver_disorders","unilasso_loo_true",3,0.151304023287372,0,0,0.0287583331387147,0.00508609324137614
"liver_disorders","unilasso_loo_true",4,0.18638861865944,0,0,0,0.0220708074918208
"liver_disorders","unilasso_loo_true",5,0.0753257882631079,0,0,0,0.00762664121344899
"liver_disorders","unilasso_loo_true",6,0.1131150751739,0,0,0.0162899857371657,0.0138408097826159
"liver_disorders","unilasso_loo_true",7,0,0,0,0.0106425420492327,0.0125207221007718
"liver_disorders","unilasso_loo_true",8,0,0,0,0,0.0130020451186682
"liver_disorders","unilasso_loo_true",9,0.224757484499926,0,0,0,0.0306945794068841
"liver_disorders","unilasso_loo_true",10,0.0974521346355812,0,0,0,0.0293734397453528
"liver_disorders","unilasso_loo_true",11,0.116979760418352,0,0,0.0269898932547744,0.0109936462299603
"liver_disorders","unilasso_loo_true",12,0.106541148931401,0,0,0,0
"liver_disorders","unilasso_loo_true",13,0,0,0,0,0.0210324331227745
"liver_disorders","unilasso_loo_true",14,0.102425157445628,0,0,0,0.00411797024391765
"liver_disorders","unilasso_loo_true",15,0.191977113628992,0,0,0.0357523459432538,0.0175709790679306
"liver_disorders","unilasso_loo_true",16,0.192514460186996,0,0,0,0.0151573053286594
"liver_disorders","unilasso_loo_true",17,0.0628045309927426,0,0,0.0372900473507395,0.00793449412886534
"liver_disorders","unilasso_loo_true",18,0.185054288660551,0,0,0.035682022658255,0.00377703185508373
"liver_disorders","unilasso_loo_true",19,0.0955408673145424,0,0,0.0555907402916932,0.00703185678432002
"liver_disorders","unilasso_loo_true",20,0.0515254897626616,0,0,0.000189688110493849,0.0119946879936484
"liver_disorders","unilasso_loo_true",21,0.161960579719074,0,0,0,0.0313912367911249
"liver_disorders","unilasso_loo_true",22,0.0965800375150408,0,0,0,0.0109690402732262
"liver_disorders","unilasso_loo_true",23,0.159549832665435,0,0,0.000500548475398191,0.0204553126003558
"liver_disorders","unilasso_loo_true",24,0.0568814009046675,0,0,0,0.0207246866016091
"liver_disorders","unilasso_loo_true",25,0.222794428347536,0,0,0,0.0267843520153039
"liver_disorders","unilasso_loo_true",26,0.115759732627929,0,0,0.00896272796612069,0.0346174144914972
"liver_disorders","unilasso_loo_true",27,0.175321423549978,0,0,0.0586809929087076,0.00686401938202773
"liver_disorders","unilasso_loo_true",28,0.111556046723011,0,0,0.0362794901362493,0.0216016749189168
"liver_disorders","unilasso_loo_true",29,0.12665611334083,0,0,0,0.0267693843551643
"liver_disorders","unilasso_loo_true",30,0.148601575995743,0,0,0.0109267947100141,0.0147072837919386
"liver_disorders","unilasso_loo_true",31,0.0716844689980924,0,0,0,0.0173734912266639
"liver_disorders","unilasso_loo_true",32,0.188846180563974,0,0,0.0188875854007723,0.00549252589078387
"liver_disorders","unilasso_loo_true",33,0.170657701281007,0,0,0.022106089977219,0.0127533411489985
"liver_disorders","unilasso_loo_true",34,0.114295862161939,0,0,0.0793784136385007,0.00514644771543013
"liver_disorders","unilasso_loo_true",35,0.0928885203579279,0,0,0.0197232565725898,0.010215995236825
"liver_disorders","unilasso_loo_true",36,0,0,0,0,0.0315860966789554
"liver_disorders","unilasso_loo_true",37,0.143028846168769,0,0,0.0178021345770256,0.0237824362689971
"liver_disorders","unilasso_loo_true",38,0.0764597964175877,0,0,0.0414651590220903,0.0100896902158318
"liver_disorders","unilasso_loo_true",39,0.061439201148263,0,0,0.00746356742419683,0.0121417750379341
"liver_disorders","unilasso_loo_true",40,0.153788039440313,0,0,0.0311679892169551,0.0171587533964379
"liver_disorders","unilasso_loo_true",41,0.0689239277843652,0,0,0,0
"liver_disorders","unilasso_loo_true",42,0.189031889844368,0,0,0.0594162225785162,0.0365967539307608
"liver_disorders","unilasso_loo_true",43,0.156610027821878,0,0,0.0331482866417066,0.0130593480128545
"liver_disorders","unilasso_loo_true",44,0.123914986376363,0,0,0.0043301662159741,0.0159508616762779
"liver_disorders","unilasso_loo_true",45,0.0884710120702318,0,0,0,0.026224165388576
"liver_disorders","unilasso_loo_true",46,0.1445083773411,0,0,0,0.0154584604917343
"liver_disorders","unilasso_loo_true",47,0.129137418833951,0,0,0.0675210675630644,0
"liver_disorders","unilasso_loo_true",48,0.17349818120173,0,0,0.0132454251808662,0.00581434975634005
"liver_disorders","unilasso_loo_true",49,0.105117834192891,0,0.0013978296019889,0.0747824757556518,0.00546087111046723
"liver_disorders","unilasso_loo_true",50,0.164471928373565,0,0,0.0263833023318863,0.0231325710818465
"liver_disorders","unilasso_loo_true",51,0.0290181651737887,0,0,0.0487432565890824,0.00916984216256272
"liver_disorders","unilasso_loo_true",52,0.134587491646991,0,0,0,0.0274178261887018
"liver_disorders","unilasso_loo_true",53,0.108806889100549,0,0,0.013263147700144,0.0132073783976956
"liver_disorders","unilasso_loo_true",54,0.124661147435806,0,0,0,0.0179259715236428
"liver_disorders","unilasso_loo_true",55,0.203031952011509,0,0,0.0345778873818799,0.0174429242217865
"liver_disorders","unilasso_loo_true",56,0.0962690403361205,0,0,0.0529154766600053,0
"liver_disorders","unilasso_loo_true",57,0.13383392412947,0,0,0.0709701298062064,0.0119292567979472
"liver_disorders","unilasso_loo_true",58,0.14386389963315,0,0,0.0349947582789715,0.00430666825867305
"liver_disorders","unilasso_loo_true",59,0.177166236372292,0,0,0.067675959926834,0.00801646847317334
"liver_disorders","unilasso_loo_true",60,0.164125675212843,0,0,0.0460013519251545,0.00959354280597793
"liver_disorders","unilasso_loo_true",61,0.102587259707411,0,0,0.0095277335541742,0.0107802437689183
"liver_disorders","unilasso_loo_true",62,0.091832274884279,0,0,0.0076257152729553,0.0316950244887116
"liver_disorders","unilasso_loo_true",63,0.114896995728465,0,0,0.022197718312435,0.00227770851287975
"liver_disorders","unilasso_loo_true",64,0.102809624110105,0,0,0,0.0146916029555998
"liver_disorders","unilasso_loo_true",65,0.162746902211549,0,0,0.00444166643871254,0.00904955507276738
"liver_disorders","unilasso_loo_true",66,0.135863050667114,0,0,0,0.013787359866764
"liver_disorders","unilasso_loo_true",67,0.112507650691504,0,0,0.0213815156333301,0.0301207002870215
"liver_disorders","unilasso_loo_true",68,0.152349696251907,0,0,0.0196720033266524,0.000290514086853916
"liver_disorders","unilasso_loo_true",69,0.0971281662434059,0,0,0,0.0267754484610523
"liver_disorders","unilasso_loo_true",70,0.156612666647938,0,0,0.0280234121619145,0.0218385001333079
"liver_disorders","unilasso_loo_true",71,0.0951964059571946,0,0.02916677312562,0.0297091802655476,0.00888541018280748
"liver_disorders","unilasso_loo_true",72,0.141184465702734,0,0,0,0.0258712430553716
"liver_disorders","unilasso_loo_true",73,0.180353525834005,0,0,0.0224237186157514,0
"liver_disorders","unilasso_loo_true",74,0.0947659650730231,0,0,0.046002888763177,0.00796171940206433
"liver_disorders","unilasso_loo_true",75,0.163683902536717,0,0,0.0537187092964204,0.00705630100300002
"liver_disorders","unilasso_loo_true",76,0.0832786439030768,0,0,0,0.0163271858175663
"liver_disorders","unilasso_loo_true",77,0,0,0,0,0.0105660281174515
"liver_disorders","unilasso_loo_true",78,0.222672661739619,0,0.0105670109611454,0.0209199803346011,0.00386802020070673
"liver_disorders","unilasso_loo_true",79,0.138180854046601,0,0,0,0.0198680328155434
"liver_disorders","unilasso_loo_true",80,0.206678361004213,0,0,0,0
"liver_disorders","unilasso_loo_true",81,0.151387606193969,0,0,0,0.0240190098566547
"liver_disorders","unilasso_loo_true",82,0.113319673023092,0,0,0.0595701609346772,0.00169305310292454
"liver_disorders","unilasso_loo_true",83,0.215124506206406,0,0,0.0281847557501254,0.0079551131933368
"liver_disorders","unilasso_loo_true",84,0.182440663787063,0,0,0,0.0233713931317983
"liver_disorders","unilasso_loo_true",85,0.138814044997288,0,0,0,0.0234050673573504
"liver_disorders","unilasso_loo_true",86,0.0509005169840341,0,0,0,0
"liver_disorders","unilasso_loo_true",87,0.103138136623166,0,0,0.0641987493965062,0.0263631539864158
"liver_disorders","unilasso_loo_true",88,0.103031002789106,0,0,0.0185304846275045,0.00353157605649815
"liver_disorders","unilasso_loo_true",89,0.112456756307301,0,0,0.0337346599968112,0.00550159554902518
"liver_disorders","unilasso_loo_true",90,0.133349810241182,0,0,0.011143126230814,0.00847242808421429
"liver_disorders","unilasso_loo_true",91,0.197700763454266,0,0,0.0486435437952316,0.0206732206111525
"liver_disorders","unilasso_loo_true",92,0.219212329176797,0,0,0,0.00484319715481716
"liver_disorders","unilasso_loo_true",93,0.0858650925603289,0,0,0,0.0172271242673852
"liver_disorders","unilasso_loo_true",94,0.0995870980184024,0,0,0,0.0271428013218823
"liver_disorders","unilasso_loo_true",95,0.105762387957978,0.00107244590479177,0,0.0251785947046175,0.00546757224840757
"liver_disorders","unilasso_loo_true",96,0.113050948076212,0,0,0.0438252504800037,0.0281647626849447
"liver_disorders","unilasso_loo_true",97,0.107284030636711,0,0,0.0540857666042032,0.0143949705059244
"liver_disorders","unilasso_loo_true",98,0.172741979581585,0,0,0.0432208204577031,0.0283150889025625
"liver_disorders","unilasso_loo_true",99,0.069877389509903,0,0,0.0181674776903632,0.0263470793769135
"liver_disorders","unilasso_loo_true",100,0.112477222541758,0,0,0.00170474770840382,0.00972794328885803
"liver_disorders","unilasso_loo_false",1,0.0960078018282024,0,0,0,0
"liver_disorders","unilasso_loo_false",2,0.187959690230837,0,0,0.0787310231313061,0.0156612014950432
"liver_disorders","unilasso_loo_false",3,0.179792116491824,0,0,0.0438073029392905,0.00860659265676245
"liver_disorders","unilasso_loo_false",4,0.197832861442509,0,0,0.00409150361012533,0.0256947944762449
"liver_disorders","unilasso_loo_false",5,0.119163161821616,0,-0.0446260227407571,0.0745072786897013,0.0168007563557629
"liver_disorders","unilasso_loo_false",6,0.141360359093487,0,0,0.0258291825578122,0.0179127050490353
"liver_disorders","unilasso_loo_false",7,0.0721074178748605,0,0,0.0346010389751052,0.0144335804727802
"liver_disorders","unilasso_loo_false",8,0.0869760202355355,0,0,0.0372940527117529,0.0210034782639808
"liver_disorders","unilasso_loo_false",9,0.2248514633644,0,0,0,0.0326337188983281
"liver_disorders","unilasso_loo_false",10,0.110379822322782,0,0,0,0.0308886538383208
"liver_disorders","unilasso_loo_false",11,0.163732317944503,0.0267987944000487,0,0.044377975561943,0.0128230353193163
"liver_disorders","unilasso_loo_false",12,0.159248196712975,0,0,0.0258406217058588,0.00567804802760507
"liver_disorders","unilasso_loo_false",13,0,0,0,0,0.0246012637359895
"liver_disorders","unilasso_loo_false",14,0.185939237530007,0.0150199617991517,0,0.0166983164879019,0.017942035858147
"liver_disorders","unilasso_loo_false",15,0.206607246566338,0,0,0.0447480487464756,0.017667808487967
"liver_disorders","unilasso_loo_false",16,0.210078224659113,0,0,0,0.0177766498691406
"liver_disorders","unilasso_loo_false",17,0.101625289766367,0,0,0.0471598187734912,0.0130995619920655
"liver_disorders","unilasso_loo_false",18,0.209098301448143,0,0,0.0456349707041517,0.00864146657536922
"liver_disorders","unilasso_loo_false",19,0.108968112170466,0,0,0.0633748350754201,0.00959021535800461
"liver_disorders","unilasso_loo_false",20,0.105129822241696,0,0,0.0216577874507775,0.0191832680093067
"liver_disorders","unilasso_loo_false",21,0.175679561478133,0,0,0,0.0333481784195575
"liver_disorders","unilasso_loo_false",22,0.14868915439666,0,0.0116060668297209,0,0.0165023337130284
"liver_disorders","unilasso_loo_false",23,0.188786369291942,0.0137228504851707,0,0.0241058768741171,0.0207955218875817
"liver_disorders","unilasso_loo_false",24,0.0899436432982045,0,0,0.0221414696901865,0.0219807268351504
"liver_disorders","unilasso_loo_false",25,0.218490798957451,0,0,0,0.0281095062951354
"liver_disorders","unilasso_loo_false",26,0.163248268575793,0.0176025002260523,0,0.0320834748742449,0.0351008545760535
