"dataset","method","split_id","X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain"
"forest_fires","uni_loo",1,2.7119310380755,2.90881495973256,0.594208094408249,0.75081293984109,0.67572733366097,0.109376860177984,0.0243838078181413,0.753184028072357,1.6746348001793,-0.44873730626179,0.639211618576252,-13.9813087774295
"forest_fires","uni_loo",2,2.39163863793118,2.21588976377953,1.0247661341132,0.287322359332738,1.0026856336717,0.13142344129418,0.0223767184228936,-0.0392340371044301,1.74196149017527,-0.467768764069835,0.713792188612886,-20.7167349027636
"forest_fires","uni_loo",3,3.23817733852696,4.91869253396252,0.670500236827781,0.887664778451223,0.640208792371582,0.146300608538036,0.0213847987148877,0.664246473630615,2.12682958116533,-0.514007278317182,0.562674270288671,-16.5391435406699
"forest_fires","uni_loo",4,2.57515720599146,4.68995367624213,-0.628134140414789,2.08149391149391,0.368043649292452,0.0899498422387776,0.0099767576403001,0.816971557917529,1.06260562508054,-0.263215748543571,1.60996056894425,-0.841672064602496
"forest_fires","uni_loo",5,2.76668129330254,3.23063136935857,1.14456100996728,-0.644265772769749,0.0783440113169778,0.00428302152044524,0.00591008431939429,-0.242691972213323,1.09659149405093,-0.224427821966815,1.09259067281161,-1.05017396805314
"forest_fires","uni_loo",6,2.39049796874322,2.09200602788359,-0.349058815263552,1.35899895433949,0.689494139589087,0.0790478725457395,0.00749420482383525,0.664973928713983,0.932958690470706,-0.142227661015839,1.02188857324161,-8.82722746467859
"forest_fires","uni_loo",7,-0.675713962489555,-2.78677460145906,0.245826329693332,-0.0315840738276439,-0.0776914450181228,-0.00239896387103144,0.000712969410840742,-0.298671757994745,-0.127750560275045,-0.0349656618679719,-0.0853707610072076,0.228539721527603
"forest_fires","uni_loo",8,2.26493867874077,4.06810185957305,1.06657887476837,-0.978396514881409,0.34541498708899,0.0355346448908968,0.00806496155577438,-0.218134256620977,1.2215204636362,-0.334826295076597,0.704445045675684,-1.00477999297383
"forest_fires","uni_loo",9,1.33048683512988,0.907770680791404,1.61315647190282,-0.5859577354596,0.432819683594392,0.0367082734515559,0.0109547334302937,-0.16363640810748,1.17639837764263,-0.374103063271773,-0.0755962384951303,-1.01045148316467
"forest_fires","uni_loo",10,2.20967156147418,1.99104743062095,-0.544054912831537,1.44407406831574,0.651763928555548,0.0931706590739809,0.0112640798342011,0.789468327764701,1.20251927623091,-0.279806413090679,0.425670315906215,-0.69707196941851
"forest_fires","uni_loo",11,0.998530940009447,1.39481114034151,-0.0375281686356871,0.660662355378165,0.274838882164655,0.0415909545180653,0.00500359886897837,0.0523283152372562,0.47087498025988,-0.107654357277993,-0.178977684232617,-0.890682441317181
"forest_fires","uni_loo",12,4.07712324948345,6.26830313354048,0.54388610941501,1.05335773006058,0.964472629019736,0.121312119107001,0.0223397108807315,0.404644957053402,1.7898428411899,-0.592263078253456,0.757339330198959,-20.2697228575272
"forest_fires","uni_loo",13,2.16031996848971,4.92077602235421,-0.621214493428996,2.16729939552958,0.76223945317666,0.102940391793482,0.0112478386349353,0.756929321102348,1.14708839517945,-0.295610188734992,1.0414101419703,-10.9049894346457
"forest_fires","uni_loo",14,1.78132875995994,0.447747272156373,-0.207824759350421,0.194882796123947,0.54634165243636,0.113090683258282,0.0137266567228026,0.296235155830825,1.29426042125135,-0.231367796127968,0.0425708657342669,-18.15030474532
"forest_fires","uni_loo",15,1.09782612487871,1.47105012583893,-0.634525414575087,1.48399662211325,0.432638694065417,0.129404850908073,0.013527680635392,0.680653364890569,1.08317758037124,-0.184028957226109,0.365536804450946,-7.98261973074376
"forest_fires","uni_loo",16,2.11306044666156,2.05627477119492,-0.407229168334267,1.0710811877437,0.437911328818933,0.0973776764043082,0.0119111393851896,0.339821552338945,1.27319871359523,-0.268313154731342,0.926003496271461,-1.22676368338491
"forest_fires","uni_loo",17,1.44894064386612,0.799801261965062,-0.18243344919304,2.66134901399141,0.708564861483162,0.0945693280449977,0.0132211435613936,0.556340832381991,1.03231192813191,-0.319247842294813,0.974874530460009,-0.928580237397872
"forest_fires","uni_loo",18,1.75315282748747,2.33065614414918,1.55594206065213,-0.91789694066939,0.289241585917568,0.0246787297814651,0.0122578663354173,-0.290859333504136,1.00557957696925,-0.340453628643886,0.644756820695956,-19.2648806366048
"forest_fires","uni_loo",19,1.7245908067619,1.64191226905631,1.10470118749158,-0.791739980145212,0.356927087393481,0.0515473621443046,0.0162217015960839,-0.25825148700779,1.26643592868152,-0.315137059925874,0.382888346759946,-1.08899904456205
"forest_fires","uni_loo",20,1.21084072885597,1.64711172552939,0.377828642226317,0.0994121813031166,-0.00114305554078854,0.019761665057816,0.00299847349971177,-0.340561502197541,0.209341663378636,-0.0184693503094563,0.765920836323261,-0.0589237334655497
"forest_fires","uni_loo",21,4.57693809048765,9.40680800517558,0.187390825990744,0.436382566042575,0.599657024444151,0.112821373346114,0.0202895852366467,0.487764261171691,2.12383509638504,-0.49134192898161,1.84502843015839,-22.8761514841351
"forest_fires","uni_loo",22,1.34214134259083,1.34783144688935,-0.109720983096966,1.48900905617135,0.423726184402342,0.107473637125909,0.0163943797861256,0.442567604635758,0.99735975305235,-0.298193875137079,-0.21266371414907,-0.687830713871662
"forest_fires","uni_loo",23,1.97712268249654,3.69655073571565,1.15883314259266,-1.39797158132692,0.628244421860849,0.0257725282299455,0.0118502394397012,-0.112605173222823,1.24934237813663,-0.3258041420707,0.235032416669356,-11.6528158515881
"forest_fires","uni_loo",24,2.57560642783011,4.07775825073009,1.12366192215872,-0.758457119196728,0.497491075865228,0.0221413300246291,0.00945516305827223,-0.320377634291889,0.934355690822087,-0.304553694324122,0.0258754397813309,-0.794145222202705
"forest_fires","uni_loo",25,2.56137018359208,4.87964186752705,0.668835074020888,0.309581857648807,0.669551833765962,0.083737691818997,0.017967567724041,0.701549414539648,1.70413117702146,-0.511578615362795,1.29244493773986,-24.0964192708333
"forest_fires","uni_loo",26,2.68129623500679,4.92488644009947,-0.648164851299432,1.40247029535395,0.435836273140419,0.105997961424255,0.0112211828668498,0.354680869835156,1.04528955719963,-0.265522328055876,1.21385112592521,-0.976829456170081
"forest_fires","uni_loo",27,0.73246038269332,0.925499677106873,1.70836610941956,0.0420006650278478,0.59058011987725,0.0542633086160454,0.0180889392366262,-0.228824594083638,1.26245150883329,-0.323674333202206,-0.314503696446899,-1.22655291712533
"forest_fires","uni_loo",28,4.60169640591062,7.06821637783745,0.518670701490655,-0.177106491512623,0.702711534525402,0.0826097960435885,0.0157911202901846,0.332296544026258,1.71214512386422,-0.499549799232509,1.60736909062256,-21.12431640625
"forest_fires","uni_loo",29,0.37117675092219,1.78412416107383,-0.258018379835484,0.206297888260724,0.120215548648371,0.0338301766382032,0.00252448440481945,-0.156268396932033,0.181533653925111,-0.0932050260827241,0.489093691503069,0.0308809621824896
"forest_fires","uni_loo",30,0.385522018465199,-0.538197158081703,1.94965569956688,-0.736870256800272,0.490572444795516,0.0388364880875083,0.0178890774245512,-0.209043093093891,1.28091344187077,-0.413032918364269,-0.324576084601379,-0.744543072238969
"forest_fires","uni_loo",31,1.38810953866271,2.90440544249762,-0.418704388684977,2.04756222356044,1.16029750642422,0.125857059179709,0.016002383067006,0.259605668936011,1.2701783249389,-0.331603387956422,0.458935677820391,-16.4334143968872
"forest_fires","uni_loo",32,0.768823926070996,-1.11689735828289,1.58568206851964,-0.812088998664458,0.302677868330834,0.0453291912531196,0.0158343435631541,-0.623772227400708,1.09830416378353,-0.289324180018312,-0.457318433654056,-1.26442389238977
"forest_fires","uni_loo",33,0.979675200268893,-0.643094248207677,0.14028069643605,-0.0309694011484826,0.161062410277322,0.0216216470732572,0.00305437920083698,0.0121066156122969,0.480556287125538,-0.0355713174502947,0.92920125857341,-0.593247522839261
"forest_fires","uni_loo",34,3.10419701201632,4.3888737758433,-0.58793869710401,0.842382968884995,0.836239255394024,0.0911736991053047,0.00936355400106397,0.950755549402095,1.04948228539828,-0.227379305464324,1.27841300821317,-11.1659592004945
"forest_fires","uni_loo",35,-0.166994214458238,-0.137416352253409,0.439083173162925,-0.0261144642666384,0.428395673260677,-0.000330040114372289,0.00653594533696299,0.048800459957284,0.121753410512175,-0.0922877250915699,0.165919512301176,-6.53755023068909
"forest_fires","uni_loo",36,1.64517166490153,1.93803991596639,-0.679080277642819,2.048909437874,1.00715982568358,0.138275102237467,0.0173586189862126,0.992069382575678,1.15562028077701,-0.280732614333844,0.285003155257661,-16.556857727738
"forest_fires","uni_loo",37,2.48654471777706,2.18180307857207,-0.430033022066087,1.19756896805776,0.762334445590062,0.0804286433359467,0.0101778940540817,0.69366151408167,0.720394723198542,-0.180206113594376,0.962307518103615,-0.55160142730088
"forest_fires","uni_loo",38,3.97580660005259,6.14267672864482,0.142812478304501,1.41963965315728,0.981297706137061,0.121612077647091,0.0152867497740964,0.803479382770947,1.76325067062279,-0.511366353884321,1.41468641498732,-14.8868557124097
"forest_fires","uni_loo",39,-1.01055859065826,-2.37387072678145,0.72107899028113,-0.0525423335171969,0.0932671916292658,-0.00565509794351179,0.00504976662857865,-0.254439179043368,-0.0130114761234039,-0.0310239860844091,-0.814409780022749,0.3174238195402
"forest_fires","uni_loo",40,4.3125113620308,7.30344529901114,0.516498417862623,1.78333561887348,0.571678472555485,0.0977366538834805,0.0202968110609715,0.817358269672989,1.52317561113077,-0.475811610687397,1.04865845378437,-1.10961936005752
"forest_fires","uni_loo",41,0.414423959376674,-1.31238138035764,-0.000520834905218947,-0.28252933512668,0.156155265440898,0.0249928586390047,0.000248115820081055,0.0645488787349124,0.2077414524284,-0.0325630123144041,0.829522220177644,-0.11360947695513
"forest_fires","uni_loo",42,1.42037070149807,1.43620594837262,1.08642607075659,0.0529958920187791,0.318891054157236,0.0501705548472799,0.00959880549336908,-0.467051532765303,1.2092135152211,-0.261639301111027,0.905663106544853,-13.7907560935168
"forest_fires","uni_loo",43,2.77001443695861,7.05670637989367,0.80265043624122,0.601687595639622,0.39586786342463,0.0322117157145065,0.0092824379591241,-0.176492830281252,1.21206237892962,-0.322895904648552,0.906467370062034,-9.88402907081507
"forest_fires","uni_loo",44,1.30368651481167,0.783229454027346,-0.299441836268488,-0.216787216878685,0.118569277087623,0.012597499775754,-0.00301655379033617,0.0205411495400955,0.430943577438976,-0.0501816862638436,0.97253584239449,-6.82717312436511
"forest_fires","uni_loo",45,0.963634286556604,1.24247514201073,1.57131883682643,0.95203076568943,0.302125146432822,0.0510307337373509,0.0149640237713876,-0.501212613239987,1.09901746619804,-0.375755208822303,-0.146957035852503,-1.28632301954479
"forest_fires","uni_loo",46,3.63549723642106,5.60924875386855,0.758060907048868,0.97995576193016,1.02484107162908,0.120595343753584,0.0199215507617144,0.0845070109705995,1.64469082556853,-0.50970534005226,1.04754614841133,-2.0013411268236
"forest_fires","uni_loo",47,0.702656836424957,0.28839212054887,-0.319525118807212,0.861026764628707,0.143161890818658,0.0304670644843848,0.00231523048553936,-0.0075738532554073,0.341817363648579,-0.0335329209324563,0.562564528746245,-45.0161478599222
"forest_fires","uni_loo",48,1.69035877305842,3.03207431284576,1.29759219979364,-0.702413664455223,0.291077460457762,0.0269119694102485,0.0116696860126776,-0.183089896073339,0.988239023201605,-0.334329978965835,0.690676631799373,-0.385764513919816
"forest_fires","uni_loo",49,4.2554769822346,8.36851909224692,0.240142452808876,-0.307531071329674,0.626289681971338,0.121928257071354,0.0165780231464038,0.573973360434616,1.68437166966613,-0.49867824427259,2.60858965882668,-25.9432942708333
"forest_fires","uni_loo",50,1.60152695421846,1.80044922806117,-0.139540177231838,2.05900675944994,0.686247167823455,0.116768941555746,0.0150792321197847,0.763067356051069,1.03244758216151,-0.27801010033538,-0.19228244615711,-0.827423301997346
"forest_fires","uni_loo",51,0.408838353261692,-0.338544777134153,0.00752939509409181,1.33755377383448,0.0674403857554543,0.0551637633436251,0.0051736190457223,-0.389307416465621,0.381639844171569,0.00210822505567433,0.270923438567281,-9.66128708133972
"forest_fires","uni_loo",52,3.71333712984055,5.98489937635038,0.495744040386859,1.17626664935541,0.921863135836019,0.127847400200218,0.0215188369641241,0.925704389183697,1.92923466169303,-0.572225376679122,1.14185902272477,-13.7643738209258
"forest_fires","uni_loo",53,2.28272651349413,3.36097719732919,0.622183701463725,-1.16611995853751,0.2974815598547,0.0537527873701397,0.0098784182298482,-0.3075801383398,1.17852186016249,-0.295852609548455,1.26157496736298,-1.2789290374174
"forest_fires","uni_loo",54,3.06337164946698,1.9772521655438,0.836703085924969,0.143383959229968,1.16037250815247,0.134205949983275,0.024495425611926,0.624311634241911,1.9446993282273,-0.524493182412905,0.375597446002359,-2.48634789332662
"forest_fires","uni_loo",55,0.401623939850304,0.153180641472166,1.66263387313916,0.280535120235719,0.589138381561397,0.0548597090115738,0.0179723069789327,-0.428719891600894,0.963492463375776,-0.331834374494856,-0.962696368646764,-1.46894680831875
"forest_fires","uni_loo",56,4.3677654314957,6.61797301314213,0.225527356433096,-0.0576411199473892,0.471444142885989,0.0818848306838648,0.0117115227628685,0.155080873880908,1.81777845915097,-0.435249479218644,2.05037359935319,-23.8353015363449
"forest_fires","uni_loo",57,0.714069418504605,0.958717923888837,1.21733458923318,-0.068922116791923,0.801369161492948,0.0445074537157052,0.0146811003776681,0.093540922531051,1.04797136014131,-0.429557732001039,-0.486558445697189,-1.06661471734176
"forest_fires","uni_loo",58,1.36433997266159,1.18605586592179,-0.231539304406217,1.23092539454806,0.118844016796912,0.0366672488755904,0.00160132689396894,-0.160122710980084,0.563419296971071,-0.0292324471996876,0.994852976753439,-29.8693208430913
"forest_fires","uni_loo",59,4.04199166768915,7.40826583506584,0.61586990585403,0.890099264076672,0.663094876519163,0.106070329148664,0.0214310495396803,0.235782386705369,1.96560275345608,-0.602202285679017,0.643839945672519,-1.4437516283109
"forest_fires","uni_loo",60,3.76692210909199,7.61019027287916,0.826803367067057,1.63381745455461,0.799444762979415,0.102761815246164,0.0163031509571718,0.661382438836102,1.82831935271872,-0.591139058929038,1.21373408193477,-2.16075274515623
"forest_fires","uni_loo",61,1.57957234915056,1.72693022899072,-0.355550272808352,1.8123125445281,0.522597405936351,0.12194615333567,0.0170703391231804,0.973934118560299,1.2447490094344,-0.308333481260513,0.642155981345535,-14.2974060875153
"forest_fires","uni_loo",62,1.17244820374191,1.3059481948469,-0.0740741565579986,1.36795074926028,0.192355394078182,0.0385336114143248,0.00546821957059467,0.0395299765007569,0.389161509809641,-0.136672246191466,-0.336257070581966,0.051334883439114
"forest_fires","uni_loo",63,2.12299299284296,3.19621459090223,-0.583744428129728,0.289732186244227,0.442684001454012,0.0676612615633847,0.00471385080757371,0.741170057013751,1.00237791704074,-0.169108632137144,1.4095602581747,-10.8271795239461
"forest_fires","uni_loo",64,-0.571971716309588,-2.91177524429967,0.781116996552659,0.285643940711876,0.0728564172050191,0.007159325146837,0.00252338823896889,-0.555461708474523,0.0474187518132903,-0.0102500801111932,-1.0426350255245,-7.90422679207805
"forest_fires","uni_loo",65,2.36518124855352,3.46067979283766,-0.958389371280819,1.8916832496136,0.563784242185172,0.101620978366492,0.00795064436565983,0.514562830430983,1.00187431464039,-0.202983883824985,1.51790759073784,-1.13351547487413
"forest_fires","uni_loo",66,2.75432221178584,3.59842408381788,1.33340456974337,0.193416996399807,0.727190158402546,0.105794345861838,0.0220152908850983,0.496203996387243,1.64018631841504,-0.50780174297378,0.988248987839182,-1.97423521562708
"forest_fires","uni_loo",67,2.04925095289954,2.2259698249604,-0.611289878686853,1.40775214238629,0.429738399930443,0.0830930339457459,0.0115130960876487,0.656504645174985,0.789803834937417,-0.201951012801184,0.934587500799888,-8.1382771277816
"forest_fires","uni_loo",68,0.658375066750814,0.778348924881322,-0.314935601356672,1.25409274363577,0.787185785301904,0.111648358699137,0.0162950722425677,0.372752642908356,0.884687676972667,-0.288796436417255,-0.681644858060667,-11.4419189200381
"forest_fires","uni_loo",69,1.2251174199369,0.421828502217115,-0.137988667633497,0.312606170412346,0.117809128926591,0.0309866385637179,0.00336131920812673,-0.142789894517723,0.557496130216544,-0.0258279230110271,0.423793462162499,-12.7297963816468
"forest_fires","uni_loo",70,2.85431861804223,4.10955852876752,-0.727345972772506,1.21489872206902,0.493252379603102,0.11308038890629,0.0119273062284595,0.520706470356456,1.11636125635881,-0.222300495776188,1.69886156933502,-0.899315908843933
"forest_fires","uni_loo",71,0.882175359784726,-0.438219010492267,0.197432603829105,0.677745681349515,-0.0285009214144779,0.00200328959519748,-0.000845310607420712,-0.32819668307678,0.293256097816282,0.0122588387571565,0.0343467023489582,0.0159486931268153
"forest_fires","uni_loo",72,0.821972429915959,1.58228574308207,-0.357368826009842,1.46933916083916,0.548122208362594,0.117873719788423,0.0154349928068938,0.789972221559135,0.961065642697348,-0.283323097022325,0.115529708196923,-15.8858869281592
"forest_fires","uni_loo",73,1.82487972944642,3.74190645699095,1.10021628838451,0.0762459158042797,0.329203336960122,0.0450642213614356,0.0137316661456512,-0.237128805043732,1.31119875547415,-0.366656611913245,-0.283897290433422,-1.3114911257935
"forest_fires","uni_loo",74,0.732990939147035,0.63856762823177,0.15543992847778,0.962646643919025,0.146487905803885,0.0219470122862779,0.00185691462633536,-0.00669728423878765,0.329403539768382,-0.0756833812220848,0.0453406369374435,-0.104906643508467
"forest_fires","uni_loo",75,3.37173879754679,4.39189902054961,0.572525076623014,1.0539654824554,0.710375753896909,0.141350863933656,0.024377766482974,0.433329527942142,1.71518068992896,-0.589855775011951,0.638114215771977,-1.33123161682369
"forest_fires","uni_loo",76,0.788840963287124,0.219180067189245,1.46606022430337,-1.00479650286403,0.390733936355677,0.0371718116311539,0.011261518468461,-0.214583466103413,1.14587568734693,-0.349896993185466,-0.486622058716169,-1.55125162565859
"forest_fires","uni_loo",77,0.0661820920650388,-3.08807678718643,0.882165939515053,0.268100334887386,0.107948960420612,0.00660634011265877,0.00394091246313674,-0.296549308199648,0.339907034226622,-0.0893944358974312,0.349968808668293,-8.74529095922217
"forest_fires","uni_loo",78,2.68770093024224,5.09251972318339,-0.818618215812442,1.18045798999846,0.372074576980723,0.0734453176737613,0.00821653374783878,0.444396326427703,0.763204006083055,-0.256667844514505,1.36235757655589,-11.3192002561457
"forest_fires","uni_loo",79,2.72711132448927,3.82290121120364,-0.657587766506674,1.438057453192,0.663950885305974,0.131980551837058,0.0132295964352965,0.36905455710357,1.2793873834714,-0.25352477783035,0.205114588246891,-17.6329351969504
"forest_fires","uni_loo",80,4.14942114904247,6.77911831378008,0.0590633753317733,1.30063823669553,0.957688102255825,0.116295433018841,0.0192276558243536,0.709397906414393,1.72070957334376,-0.508132942264185,0.806885372444931,-14.5541144200627
"forest_fires","uni_loo",81,-0.262820876115321,-2.39981531358214,0.383155922747051,0.0920723426916741,0.0595176945547175,0.00104697048510993,0.000496205607597639,-0.300231758530961,0.0147299010782089,-0.00603325891565912,-0.00465427452744874,-15.2647528644309
"forest_fires","uni_loo",82,-0.606972190323489,-2.30440439489351,0.281473149003309,-0.385782418952618,0.090227946409718,0.0184797862709257,0.00737762152092559,-0.193770080114974,0.191857303453475,0.00227747202052181,-0.631951515006721,-12.4735931734317
"forest_fires","uni_loo",83,3.73619113694469,7.18684402339138,0.302741273587891,0.955408268946243,0.6713132336386,0.11070909442083,0.018549191116878,0.637458277561355,1.90665306314541,-0.581895974898785,1.64894725354618,-12.9325046358187
"forest_fires","uni_loo",84,2.94884223887319,5.30126664841752,0.97533018136723,1.81656133046126,1.20331415817556,0.114553763105058,0.0245136208100331,0.266789968450337,1.85836158569499,-0.59157729753269,0.861481936194947,-2.243260746874
"forest_fires","uni_loo",85,2.67177649395198,0.863860949879256,0.798724489836422,0.0923251728547164,1.06231789692669,0.0927829864286492,0.0202772032074095,0.36827609047958,1.91541205742185,-0.46017404211633,0.260552803416398,-1.9754642387756
"forest_fires","uni_loo",86,0.443700106078007,1.99294071284701,0.432922581740485,1.25773911614242,0.212157028033976,0.0228377188950142,0.00639147002928914,0.024586948771475,0.24942509763923,-0.144028286941651,0.432738210546707,0.0652201086041262
"forest_fires","uni_loo",87,2.427673252224,2.26398954537245,-0.628789526137255,2.26153401238675,0.474550469095514,0.111652107694393,0.012588107908448,0.817214740597387,1.13895651611671,-0.268539769786472,1.14195915113151,-1.22201180855013
"forest_fires","uni_loo",88,2.65476620169003,3.92971490975975,0.268361421717222,1.52020327610026,0.735216657370476,0.159692008215384,0.0246669648715323,0.412992168643283,1.9934489865248,-0.509436434931271,0.639105299083895,-17.428661642304
"forest_fires","uni_loo",89,0.0353848064643389,0.188232390436539,-0.108690061444967,-0.0438982556305594,0.243982595333921,0.038295815723558,0.00396252017214842,0.0774862572666683,0.169882099961634,-0.0919949806731708,0.340622214635039,-7.29291453615778
"forest_fires","uni_loo",90,2.44404331625003,3.95003245537386,-0.181596106521184,1.94316750284748,0.417094325863727,0.100700552015589,0.0112558033477417,0.433212341988645,1.10160263923476,-0.309077064326966,0.703924507347423,-0.633354558229404
"forest_fires","uni_loo",91,1.62464094611636,2.53136814336396,1.57514510332296,0.737260509723548,0.415703947378047,0.0413874795847572,0.0127741902696813,-0.325427000376639,1.11160273592798,-0.403767827711286,0.369841778543327,-1.30069992764793
